BGE,BP,BR,rgrowth,renzyme,rdreserve,isolate,class,phylum,response,genomesize,monomer,ontology
0.33542363145837206,1.0929011476722613e-10,4.018176517011742e-10,0.009880429355385342,2.4332073923600443e-5,0.011753309390263929,Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6067264,"2,3-Dihydroxybenzoic acid",Organic acids
0.4994130402895699,4.636829413446427e-9,3.89751931974863e-9,0.03930368870598216,0.00028260783014922707,0.04302872356773383,Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,5264264,"2,3-Dihydroxybenzoic acid",Organic acids
0.4413843329537879,1.437969885980276e-9,1.8140513191140702e-9,0.01577309593502628,6.07534775167734e-5,0.01591221384415792,Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,5236918,"2,3-Dihydroxybenzoic acid",Organic acids
0.39099205677859444,4.1062626343576937e-10,6.402838404343856e-10,0.006455261466562286,1.673840661337949e-5,0.0068997997261727555,Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,4705879,"2,3-Dihydroxybenzoic acid",Organic acids
0.4458110143767508,1.6522811294341337e-9,2.041937003153662e-9,0.01778700431644834,5.305189931666346e-5,0.01647087880747611,Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,5093035,"2,3-Dihydroxybenzoic acid",Organic acids
0.5121722483079143,1.846878725754037e-9,1.7405354532370122e-9,0.019431375235220816,7.09781188158806e-5,0.016019184711202547,Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,4567713,"2,3-Dihydroxybenzoic acid",Organic acids
0.5538650670620742,2.1905283357732675e-9,1.6607329048300453e-9,0.02123251961851266,4.264098473699049e-5,0.026076084257504243,Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,3223982,"2,3-Dihydroxybenzoic acid",Organic acids
0.4787746272994174,2.791121535328296e-10,3.127539534486866e-10,0.00553056552140374,1.5114155170865165e-5,0.004945471427023916,Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,4829548,"2,3-Dihydroxybenzoic acid",Organic acids
0.4457472023755339,3.2422436614139856e-10,4.088684917081841e-10,0.005706202300834804,1.3743660729557456e-5,0.0061856971132114415,Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,6306952,"2,3-Dihydroxybenzoic acid",Organic acids
0.34289315705504364,1.5132186707611108e-10,5.026859202794744e-10,0.00939935612500193,2.622395091333844e-5,0.01056178154694327,Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,6069513,"2,3-Dihydroxybenzoic acid",Organic acids
NaN,NaN,2.660628283663705e-10,0.006333555176203611,1.6646017934904693e-5,0.0068863443353516865,Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,7106298,"2,3-Dihydroxybenzoic acid",Organic acids
0.49353329471727003,1.3305827350190678e-9,1.3654549534968146e-9,0.015201840804428761,4.6911721956691206e-5,0.01150112602137137,Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,4034872,"2,3-Dihydroxybenzoic acid",Organic acids
NaN,NaN,8.014509915559064e-10,0.008113738724014446,4.85076789919593e-5,0.010756583847129539,Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,7372737,"2,3-Dihydroxybenzoic acid",Organic acids
0.4176515943506321,7.628888514807795e-10,1.0637329390656996e-9,0.009527233291617837,1.6163655626489907e-5,0.01205217645371832,Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,7485871,"2,3-Dihydroxybenzoic acid",Organic acids
0.443487303781703,7.794379826309076e-10,9.780848598851023e-10,0.009728145209943598,1.3464499193450413e-5,0.010853839840425348,Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,6657122,"2,3-Dihydroxybenzoic acid",Organic acids
0.3520193635470933,5.790098746927065e-10,1.0659393487728847e-9,0.0077653198536676744,2.270348030003406e-5,0.013784897235092337,Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,4684622,"2,3-Dihydroxybenzoic acid",Organic acids
NaN,NaN,3.3846341212427615e-10,0.005968210660726748,1.824872289899728e-5,0.006868747240784797,Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4560838,"2,3-Dihydroxybenzoic acid",Organic acids
0.2915800035510192,1.4168870111988057e-9,3.4406456936735216e-9,0.016278905599772405,0.00016278905599772457,0.018385406948925168,Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,7371174,"2,3-Dihydroxybenzoic acid",Organic acids
0.5058290129971982,9.05821826065115e-9,7.627941616808893e-9,0.07584326928622682,0.00011560764122841243,0.05305033703475243,Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,6208105,"2,3-Dihydroxybenzoic acid",Organic acids
0.6279607414970786,2.8762876094859603e-9,1.6220976698383815e-9,0.027150909479402054,5.042565869314341e-5,0.03681057758320621,Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,8179139,"2,3-Dihydroxybenzoic acid",Organic acids
0.3668797087698402,4.5015093078056924e-10,7.774309264440993e-10,0.006575007160606338,1.3794677980412865e-5,0.012142685674535518,Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,6646877,"2,3-Dihydroxybenzoic acid",Organic acids
NaN,NaN,4.804461181003153e-10,0.013661684409074707,5.7384356930596703e-5,0.016359410166024158,Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6640086,"2,3-Dihydroxybenzoic acid",Organic acids
NaN,NaN,3.1121218459490155e-10,0.008542427006897871,2.8481525082479972e-5,0.00871032908301331,Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,6572728,"2,3-Dihydroxybenzoic acid",Organic acids
0.5973486739229024,9.376176485809204e-10,6.32015477447924e-10,0.01098322793449767,4.4732530797818355e-5,0.01328467070170627,Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,2934896,"2,3-Dihydroxybenzoic acid",Organic acids
0.6356928941541949,2.3123544428303574e-9,1.2029816375106566e-9,0.02195681416324887,4.5141708687225556e-5,0.028175527728469114,Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,2785891,"2,3-Dihydroxybenzoic acid",Organic acids
0.43913534088618933,1.1865586667468122e-8,8.582639040944063e-9,0.08437071833307369,0.0001483284225690313,0.06591763321853608,Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,2549675,"2,3-Dihydroxybenzoic acid",Organic acids
0.22684130541441078,2.3852823962300294e-10,8.421917204303089e-10,0.005120357944887609,2.879326049335326e-5,0.007712185458397435,Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,8015544,"2,3-Dihydroxybenzoic acid",Organic acids
0.43444799218437646,2.912681323944149e-9,3.5652129682221818e-9,0.027153270953867967,5.709371266885718e-5,0.060235964044143615,Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,6632341,"2,3-Dihydroxybenzoic acid",Organic acids
NaN,NaN,3.7024677467301395e-10,0.01068332459640509,8.245144071533735e-5,0.014168970105867177,Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,6679185,3-Dehydroshikimic acid,Organic acids
0.3580335616310937,4.8820888383545755e-9,7.793856208689622e-9,0.042850201639037855,0.00014089616520316669,0.04429408068294421,Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,5377210,3-Dehydroshikimic acid,Organic acids
0.2559028637908981,1.6229820849331139e-10,5.308949581407479e-10,0.005186008566487781,1.1972718427076301e-5,0.005066843380689412,Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,5177578,3-Dehydroshikimic acid,Organic acids
0.6296592943324615,2.2911747078967814e-9,1.3231547505631214e-9,0.022742621081287936,3.3301242216391806e-5,0.027338653794037868,Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6972827,3-Dehydroshikimic acid,Organic acids
0.6229891058213508,2.010464642906806e-9,1.195909273059737e-9,0.02029615764176222,3.864606234475246e-5,0.02346432820404535,Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,7193102,3-Dehydroshikimic acid,Organic acids
0.628950695716535,2.2320431224323683e-9,1.2833957421496927e-9,0.022113455895274504,3.728527721757393e-5,0.024283619449293414,Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,6793945,3-Dehydroshikimic acid,Organic acids
0.4409540708016283,2.2886152842892698e-9,2.8535733320953385e-9,0.02315019238933344,4.1378644482574e-5,0.023161155755949844,Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,7244804,3-Dehydroshikimic acid,Organic acids
0.6390479027342144,3.3819519899495303e-9,1.8244793887449737e-9,0.031947998586781906,0.00023125041324985947,0.025071506358746103,Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,5642219,3-Dehydroshikimic acid,Organic acids
NaN,NaN,7.667687205806096e-10,0.009419136495419748,5.069550295505066e-5,0.00884473427037341,Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,4210445,3-Dehydroshikimic acid,Organic acids
NaN,NaN,3.2594604458052467e-10,0.005487910911078218,2.5084007458602382e-5,0.005327296296779298,Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,4467545,3-Dehydroshikimic acid,Organic acids
0.5733006558230784,4.233579591131931e-9,2.6252885791974102e-9,0.03667406442624388,7.821537087137874e-5,0.05117593187407226,Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,4904121,3-Dehydroshikimic acid,Organic acids
0.33539464080689485,1.0927088144807537e-10,4.018079330153415e-10,0.009880260722119847,2.4331658638299212e-5,0.01175310871736794,Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6067264,3-Dehydroshikimic acid,Organic acids
0.49940882573595546,4.63616568057831e-9,4.044654771939435e-9,0.04008205067404848,0.00028820453605923565,0.04390349759967787,Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,5264264,3-Dehydroshikimic acid,Organic acids
0.441380465941031,1.4379042099184953e-9,1.8173434571724094e-9,0.015801739451046327,6.086380419035046e-5,0.015941352445130154,Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,5236918,3-Dehydroshikimic acid,Organic acids
0.39098321370528,4.105909816544281e-10,6.402526511613156e-10,0.006454944813074313,1.6737585535121903e-5,0.006899460152518859,Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,4705879,3-Dehydroshikimic acid,Organic acids
0.44580737731453035,1.6521747827622012e-9,2.0458742735846367e-9,0.017821251224286558,5.315404487609642e-5,0.016502877592855247,Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,5093035,3-Dehydroshikimic acid,Organic acids
0.5121691652990338,1.8468088913110029e-9,1.7383891202023007e-9,0.019408001656523684,7.089274078031521e-5,0.015999718368607564,Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,4567713,3-Dehydroshikimic acid,Organic acids
0.5538630330191208,2.1904474004489784e-9,1.5914400654211427e-9,0.020692068016077335,4.155560302325228e-5,0.02540067628262631,Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,3223982,3-Dehydroshikimic acid,Organic acids
0.4787618337709717,2.790848964729261e-10,3.1273987254848054e-10,0.0055303211143839515,1.5113487245386715e-5,0.0049452524372239175,Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,4829548,3-Dehydroshikimic acid,Organic acids
0.4457346764880519,3.2419137318855916e-10,4.0884792393397026e-10,0.005705906361888798,1.3742947946474045e-5,0.006185379484309399,Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,6306952,3-Dehydroshikimic acid,Organic acids
0.34287101099717093,1.512997884172743e-10,5.026722185638855e-10,0.00939915733292295,2.622339628878205e-5,0.010561558243748208,Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,6069513,3-Dehydroshikimic acid,Organic acids
NaN,NaN,2.6605844825837746e-10,0.006333478934216602,1.6645817553689434e-5,0.0068862637440371514,Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,7106298,3-Dehydroshikimic acid,Organic acids
0.4935294077735122,1.3304879185563772e-9,1.365380386747809e-9,0.01520100272947032,4.690913572125206e-5,0.011500487259572851,Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,4034872,3-Dehydroshikimic acid,Organic acids
NaN,NaN,8.014383909817601e-10,0.008113636037345185,4.850706508360481e-5,0.010756449972384901,Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,7372737,3-Dehydroshikimic acid,Organic acids
0.41764423390426875,7.628152360625116e-10,1.0636640332868106e-9,0.009526582514644964,1.6162551535243568e-5,0.012051364829035497,Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,7485871,3-Dehydroshikimic acid,Organic acids
0.4434808745977868,7.79370269820967e-10,9.780255472290699e-10,0.009727538507858539,1.3463659471226015e-5,0.010853164561214698,Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,6657122,3-Dehydroshikimic acid,Organic acids
0.3520133583069537,5.789648840061141e-10,1.0658846575913019e-9,0.007764916301111985,2.2702300432665972e-5,0.013784176106409213,Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,4684622,3-Dehydroshikimic acid,Organic acids
NaN,NaN,3.384583844502407e-10,0.005968148105012138,1.824853162526943e-5,0.006868674975085768,Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4560838,3-Dehydroshikimic acid,Organic acids
0.2915728255347091,1.4166785880095336e-9,3.440185085378557e-9,0.016276663484073327,0.00016276663484073343,0.018382876230951542,Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,7371174,3-Dehydroshikimic acid,Organic acids
0.5058207657674485,9.055536385942242e-9,7.594320276884484e-9,0.07552700137524876,0.00011512555511149645,0.05282221978839341,Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,6208105,3-Dehydroshikimic acid,Organic acids
0.6279551442849831,2.875829058433722e-9,1.6317901838308504e-9,0.027271384786252045,5.064940982416101e-5,0.0369750039394077,Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,8179139,3-Dehydroshikimic acid,Organic acids
0.3668705027696473,4.50107166166787e-10,7.773862384156117e-10,0.0065746145180827845,1.3793854197709429e-5,0.012141966042334636,Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,6646877,3-Dehydroshikimic acid,Organic acids
NaN,NaN,4.804405172412698e-10,0.013661587145566203,5.738394838625319e-5,0.01635929313148487,Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6640086,3-Dehydroshikimic acid,Organic acids
NaN,NaN,3.1120825841455864e-10,0.008542359001451751,2.8481298343777004e-5,0.008710260259685614,Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,6572728,3-Dehydroshikimic acid,Organic acids
0.5973451420812076,9.375602389753638e-10,6.319860838852742e-10,0.010982712454034753,4.473043134710867e-5,0.013284040722408219,Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,2934896,3-Dehydroshikimic acid,Organic acids
0.635691188937138,2.3122651542152926e-9,1.2165461856765741e-9,0.022039627499157725,4.531196724373646e-5,0.028284111033721724,Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,2785891,3-Dehydroshikimic acid,Organic acids
