,genomesize,mingt,rrn,gramstain,kE,yEV,aX,gV,sav,yields,rho,Vmax,KD,BGE
45,7.371174,1.43,23,1,2.190244495,2.41130031,0.01,0.352352262,1.407344452,0.835384615,0.000585879,0.006908073,0.003103304,0.332344001
46,6.208105,0.96,8,2,2.431609475,1.643835616,0.001524297,0.434182184,1.848321703,0.835384615,0.002582358,0.025205464,0.007592067,0.516247395
47,8.179139,7.05,3,2,0.985893885,1.268776278,0.001857236,0.250785955,1.193165049,0.835384615,0.000618338,0.006506867,0.003569793,0.642162452
48,6.640086,6.11,3,1,1.086124111,1.268776278,0.004200387,0.254146445,1.661135662,0.835384615,3.80E-05,0.000485495,0.001302916,0.469924646
49,6.572728,4.74,3,1,1.274937838,1.268776278,0.003334126,0.26158646,1.688238279,0.835384615,2.69E-05,0.000341562,0.001271062,0.339879388
50,2.934896,6.3,3,2,1.064257172,1.268776278,0.004072804,0.253382415,6.070606279,0.835384615,0.000214435,0.002420392,0.001359773,0.638136089
51,2.785891,6.78,3,2,1.012740988,1.268776278,0.002055932,0.25165153,6.594023235,0.835384615,0.000458661,0.005194201,0.001516442,0.65250389
52,8.015544,4.04,14,1,1.399116158,1.977331951,0.005623291,0.267484565,1.232050298,0.835384615,0.000141283,0.001754553,0.001722912,0.346457417
53,6.632341,8.33,12,2,0.875808688,1.872678994,0.002102646,0.247473855,1.664215784,0.835384615,0.000891976,0.009567434,0.003650982,0.449074277
54,5.37721,1.31,20,1,2.247728614,2.270981174,0.00328811,0.366392402,2.321819454,0.835384615,0.001581357,0.019003087,0.004503198,0.372158505
55,6.972827,6.09,3,2,1.088478186,1.268776278,0.001464266,0.254229781,1.537087028,0.835384615,0.00048849,0.005193073,0.002768167,0.64762671
56,7.193102,5.73,3,2,1.132663739,1.268776278,0.001904107,0.255834623,1.463046917,0.835384615,0.000437466,0.004633783,0.002678417,0.644357309
57,6.793945,5.32,3,2,1.187556721,1.268776278,0.00168609,0.257942124,1.601821482,0.835384615,0.000476732,0.005064974,0.002671771,0.647811675
58,7.244804,2.43,10,2,1.801882877,1.762357889,0.0017874,0.295626127,1.446508786,0.835384615,0.000706223,0.007280805,0.003582105,0.4646507
59,5.642219,2.9,3,2,1.662426368,1.268776278,0.007238338,0.283840831,2.151122023,0.835384615,0.000702111,0.007439359,0.002809195,0.65324192
60,4.904121,6.24,5,2,1.071066953,1.439874503,0.002132716,0.253618415,2.687285911,0.835384615,0.000955166,0.010437957,0.002947917,0.58357178
61,6.067264,6.09,3,2,1.088478186,1.268776278,0.002462653,0.254229781,1.916888565,0.835384615,7.36E-05,0.000790937,0.001433704,0.568731075
62,5.236918,2.72,9,1,1.713242229,1.704336196,0.003851715,0.287819287,2.421322349,0.835384615,0.000370047,0.004684841,0.001980254,0.477321336
63,4.705879,3.6,7,1,1.49028861,1.580239892,0.002592987,0.272466395,2.86918788,0.835384615,0.000136173,0.00175743,0.001477018,0.487070405
64,5.093035,2.24,9,1,1.865010579,1.704336196,0.002982621,0.301987954,2.530798404,0.835384615,0.000421469,0.005293201,0.002045722,0.479659208
65,6.306952,4.7,4,2,1.281439027,1.359773371,0.002408548,0.261873106,1.80255251,0.835384615,0.000124143,0.001323042,0.001579275,0.558562452
66,6.069513,5.01,4,2,1.232718085,1.359773371,0.002789973,0.259778595,1.915761251,0.835384615,8.86E-05,0.000948532,0.001471241,0.535268039
67,7.106298,5.12,3,2,1.216306199,1.268776278,0.002628227,0.259099972,1.491515539,0.835384615,3.48E-05,0.000367838,0.001361701,0.305894823
68,7.372737,4.16,10,1,1.376145972,1.762357889,0.005978462,0.266322132,1.406870905,0.835384615,5.31E-05,0.000665034,0.001430651,0.281910185
69,7.485871,4.36,8,1,1.339486862,1.643835616,0.001696574,0.264536854,1.373271716,0.835384615,0.000220783,0.002764968,0.002018189,0.477967658
70,6.657122,3.83,7,1,1.441204817,1.580239892,0.001384077,0.269708105,1.654393191,0.835384615,0.000212686,0.002678823,0.00186434,0.502377112
71,7.371174,1.43,23,1,2.190244495,2.41130031,0.01,0.352352262,1.407344452,0.835384615,0.000585879,0.006908073,0.003238595,0.332341783
72,6.208105,0.96,8,2,2.431609475,1.643835616,0.001524297,0.434182184,1.848321703,0.835384615,0.002582358,0.025205464,0.007923047,0.516243601
73,8.179139,7.05,3,2,0.985893885,1.268776278,0.001857236,0.250785955,1.193165049,0.835384615,0.000618338,0.006506867,0.00372542,0.642159109
74,6.640086,6.11,3,1,1.086124111,1.268776278,0.004200387,0.254146445,1.661135662,0.835384615,3.80E-05,0.000485495,0.001359718,0.469912561
75,6.572728,4.74,3,1,1.274937838,1.268776278,0.003334126,0.26158646,1.688238279,0.835384615,2.69E-05,0.000341562,0.001326475,0.339855232
76,2.934896,6.3,3,2,1.064257172,1.268776278,0.004072804,0.253382415,6.070606279,0.835384615,0.000214435,0.002420392,0.001419053,0.638134925
77,2.785891,6.78,3,2,1.012740988,1.268776278,0.002055932,0.25165153,6.594023235,0.835384615,0.000458661,0.005194201,0.001582552,0.65290909
78,8.015544,4.04,14,1,1.399116158,1.977331951,0.005623291,0.267484565,1.232050298,0.835384615,0.000141283,0.001754553,0.001798023,0.346452344
79,6.632341,8.33,12,2,0.875808688,1.872678994,0.002102646,0.247473855,1.664215784,0.835384615,0.000891976,0.009567434,0.003810148,0.449071446
80,6.679185,7,3,2,0.990757793,1.268776278,0.00771777,0.25094099,1.645727212,0.8,0.002394054,0.025598904,0.007066296,0.637478591
81,5.37721,1.31,20,1,2.247728614,2.270981174,0.00328811,0.366392402,2.321819454,0.8,0.016347884,0.19645172,0.030063128,0.409182015
82,6.972827,6.09,3,2,1.088478186,1.268776278,0.001464266,0.254229781,1.537087028,0.8,0.00224159,0.023830048,0.00708123,0.636324129
83,7.193102,5.73,3,2,1.132663739,1.268776278,0.001904107,0.255834623,1.463046917,0.8,0.002381065,0.025220994,0.007777496,0.636306576
84,6.793945,5.32,3,2,1.187556721,1.268776278,0.00168609,0.257942124,1.601821482,0.8,0.002847099,0.030248586,0.008394764,0.639125363
85,7.244804,2.43,10,2,1.801882877,1.762357889,0.0017874,0.295626127,1.446508786,0.8,0.006079943,0.062681201,0.018380861,0.476018692
86,5.642219,2.9,3,2,1.662426368,1.268776278,0.007238338,0.283840831,2.151122023,0.8,0.002199498,0.023305223,0.005286989,0.632586957
87,4.904121,6.24,5,2,1.071066953,1.439874503,0.002132716,0.253618415,2.687285911,0.8,0.002033856,0.02222578,0.004193418,0.56420076
88,6.067264,6.09,3,2,1.088478186,1.268776278,0.002462653,0.254229781,1.916888565,0.8,0.001840898,0.019785397,0.005031215,0.634625447
89,5.236918,2.72,9,1,1.713242229,1.704336196,0.003851715,0.287819287,2.421322349,0.8,0.004463082,0.056503234,0.008665758,0.490019885
90,4.705879,3.6,7,1,1.49028861,1.580239892,0.002592987,0.272466395,2.86918788,0.8,0.003384257,0.043676877,0.005933425,0.523404529
91,5.093035,2.24,9,1,1.865010579,1.704336196,0.002982621,0.301987954,2.530798404,0.8,0.005369356,0.067433347,0.009811691,0.492607892
92,6.306952,4.7,4,2,1.281439027,1.359773371,0.002408548,0.261873106,1.80255251,0.8,0.002512912,0.026781025,0.006816729,0.596237556
93,6.069513,5.01,4,2,1.232718085,1.359773371,0.002789973,0.259778595,1.915761251,0.8,0.002288435,0.024498016,0.005995227,0.595458674
94,7.106298,5.12,3,2,1.216306199,1.268776278,0.002628227,0.259099972,1.491515539,0.8,0.002064017,0.021832657,0.006774548,0.633579978
95,7.372737,4.16,10,1,1.376145972,1.762357889,0.005978462,0.266322132,1.406870905,0.8,0.002950536,0.036944707,0.009711356,0.468155236
96,7.485871,4.36,8,1,1.339486862,1.643835616,0.001696574,0.264536854,1.373271716,0.8,0.002024631,0.025355436,0.007146996,0.494316471
97,6.657122,3.83,7,1,1.441204817,1.580239892,0.001384077,0.269708105,1.654393191,0.8,0.002556535,0.032200136,0.007439234,0.517918047
98,7.371174,1.43,23,1,2.190244495,2.41130031,0.01,0.352352262,1.407344452,0.8,0.004996309,0.058911253,0.015692608,0.346438052
99,6.208105,0.96,8,2,2.431609475,1.643835616,0.001524297,0.434182184,1.848321703,0.8,0.028142468,0.274688441,0.063757975,0.549707917
100,8.179139,7.05,3,2,0.985893885,1.268776278,0.001857236,0.250785955,1.193165049,0.8,0.001845853,0.019424206,0.007446321,0.629716364
101,6.640086,6.11,3,1,1.086124111,1.268776278,0.004200387,0.254146445,1.661135662,0.8,0.001371738,0.017507305,0.004477219,0.632347824
102,6.572728,4.74,3,1,1.274937838,1.268776278,0.003334126,0.26158646,1.688238279,0.8,0.001593254,0.020223153,0.004962798,0.633156508
103,2.934896,6.3,3,2,1.064257172,1.268776278,0.004072804,0.253382415,6.070606279,0.8,0.000783718,0.008846068,0.001609205,0.625691236
104,2.785891,6.78,3,2,1.012740988,1.268776278,0.002055932,0.25165153,6.594023235,0.8,0.001173423,0.013288663,0.001810313,0.631036186
105,8.015544,4.04,14,1,1.399116158,1.977331951,0.005623291,0.267484565,1.232050298,0.8,0.00340798,0.042322861,0.012464879,0.421488068
106,6.632341,8.33,12,2,0.875808688,1.872678994,0.002102646,0.247473855,1.664215784,0.8,0.001812177,0.019437611,0.005560412,0.436731082
107,5.37721,1.31,20,1,2.247728614,2.270981174,0.00328811,0.366392402,2.321819454,0.933333333,0.000660521,0.007937443,0.003078753,0.416190386
108,6.972827,6.09,3,2,1.088478186,1.268776278,0.001464266,0.254229781,1.537087028,0.933333333,0.000204039,0.002169107,0.002223572,0.726365127
109,7.193102,5.73,3,2,1.132663739,1.268776278,0.001904107,0.255834623,1.463046917,0.933333333,0.000182726,0.001935495,0.002179335,0.722133861
110,6.793945,5.32,3,2,1.187556721,1.268776278,0.00168609,0.257942124,1.601821482,0.933333333,0.000199127,0.0021156,0.002176059,0.726189396
111,7.244804,2.43,10,2,1.801882877,1.762357889,0.0017874,0.295626127,1.446508786,0.933333333,0.000294984,0.003041136,0.002624755,0.520814744
112,5.642219,2.9,3,2,1.662426368,1.268776278,0.007238338,0.283840831,2.151122023,0.933333333,0.000293266,0.003107363,0.002243795,0.731760186
113,4.904121,6.24,5,2,1.071066953,1.439874503,0.002132716,0.253618415,2.687285911,0.933333333,0.000398965,0.004359855,0.00231217,0.653058723
114,6.067264,6.09,3,2,1.088478186,1.268776278,0.002462653,0.254229781,1.916888565,0.933333333,3.07E-05,0.000330368,0.001565827,0.652351398
115,5.236918,2.72,9,1,1.713242229,1.704336196,0.003851715,0.287819287,2.421322349,0.933333333,0.000154566,0.001956822,0.001835217,0.535027852
116,4.705879,3.6,7,1,1.49028861,1.580239892,0.002592987,0.272466395,2.86918788,0.933333333,5.69E-05,0.000734065,0.001587177,0.549992021
117,5.093035,2.24,9,1,1.865010579,1.704336196,0.002982621,0.301987954,2.530798404,0.933333333,0.000176044,0.002210929,0.001867486,0.537162111
118,6.306952,4.7,4,2,1.281439027,1.359773371,0.002408548,0.261873106,1.80255251,0.933333333,5.19E-05,0.000552624,0.001637578,0.633070029
119,6.069513,5.01,4,2,1.232718085,1.359773371,0.002789973,0.259778595,1.915761251,0.933333333,3.70E-05,0.000396194,0.001584329,0.610809536
120,7.106298,5.12,3,2,1.216306199,1.268776278,0.002628227,0.259099972,1.491515539,0.933333333,1.45E-05,0.000153643,0.001530338,0.368950134
121,7.372737,4.16,10,1,1.376145972,1.762357889,0.005978462,0.266322132,1.406870905,0.933333333,2.22E-05,0.00027778,0.001564323,0.325477319
122,7.485871,4.36,8,1,1.339486862,1.643835616,0.001696574,0.264536854,1.373271716,0.933333333,9.22E-05,0.001154906,0.001853915,0.538478472
123,6.657122,3.83,7,1,1.441204817,1.580239892,0.001384077,0.269708105,1.654393191,0.933333333,8.88E-05,0.001118924,0.001778084,0.563999444
124,7.371174,1.43,23,1,2.190244495,2.41130031,0.01,0.352352262,1.407344452,0.933333333,0.000244717,0.002885449,0.002455442,0.372378376
125,6.208105,0.96,8,2,2.431609475,1.643835616,0.001524297,0.434182184,1.848321703,0.933333333,0.001078631,0.010528128,0.004764366,0.577254931
126,8.179139,7.05,3,2,0.985893885,1.268776278,0.001857236,0.250785955,1.193165049,0.933333333,0.000258275,0.002717868,0.002695394,0.719544357
127,6.640086,6.11,3,1,1.086124111,1.268776278,0.004200387,0.254146445,1.661135662,0.933333333,1.59E-05,0.000202787,0.00152936,0.552145416
128,6.572728,4.74,3,1,1.274937838,1.268776278,0.003334126,0.26158646,1.688238279,0.933333333,1.12E-05,0.000142668,0.001512975,0.414578605
129,2.934896,6.3,3,2,1.064257172,1.268776278,0.004072804,0.253382415,6.070606279,0.933333333,8.96E-05,0.001010979,0.001558606,0.718452557
130,2.785891,6.78,3,2,1.012740988,1.268776278,0.002055932,0.25165153,6.594023235,0.933333333,0.000191579,0.002169578,0.001639193,0.731839577
131,8.015544,4.04,14,1,1.399116158,1.977331951,0.005623291,0.267484565,1.232050298,0.933333333,5.90E-05,0.000732863,0.001745397,0.391231167
132,6.632341,8.33,12,2,0.875808688,1.872678994,0.002102646,0.247473855,1.664215784,0.933333333,0.000372571,0.003996244,0.002737155,0.502885232
133,6.679185,7,3,2,0.990757793,1.268776278,0.00771777,0.25094099,1.645727212,0.572,0.000106296,0.001136592,0.00141977,0.302883556
134,5.37721,1.31,20,1,2.247728614,2.270981174,0.00328811,0.366392402,2.321819454,0.572,0.003002366,0.036079287,0.006763755,0.253255741
135,7.244804,2.43,10,2,1.801882877,1.762357889,0.0017874,0.295626127,1.446508786,0.572,0.000588287,0.006064944,0.002907905,0.298863821
136,5.642219,2.9,3,2,1.662426368,1.268776278,0.007238338,0.283840831,2.151122023,0.572,0.000820326,0.008691925,0.00279765,0.438262887
137,4.904121,6.24,5,2,1.071066953,1.439874503,0.002132716,0.253618415,2.687285911,0.572,0.00010614,0.001159888,0.001310621,0.268763309
138,5.236918,2.72,9,1,1.713242229,1.704336196,0.003851715,0.287819287,2.421322349,0.572,0.000472884,0.00598678,0.001988354,0.3140272
139,4.705879,3.6,7,1,1.49028861,1.580239892,0.002592987,0.272466395,2.86918788,0.572,0.00055685,0.007186652,0.001983044,0.346461587
140,5.093035,2.24,9,1,1.865010579,1.704336196,0.002982621,0.301987954,2.530798404,0.572,0.000861756,0.010822731,0.002619998,0.325464765
141,6.306952,4.7,4,2,1.281439027,1.359773371,0.002408548,0.261873106,1.80255251,0.572,0.000117152,0.001248533,0.001421523,0.294309578
142,7.485871,4.36,8,1,1.339486862,1.643835616,0.001696574,0.264536854,1.373271716,0.572,0.000410384,0.005139442,0.002438733,0.316612353
143,6.657122,3.83,7,1,1.441204817,1.580239892,0.001384077,0.269708105,1.654393191,0.572,0.000531504,0.006694415,0.002536308,0.343405049
144,6.208105,0.96,8,2,2.431609475,1.643835616,0.001524297,0.434182184,1.848321703,0.572,0.004560011,0.044508617,0.01187058,0.351221542
145,6.640086,6.11,3,1,1.086124111,1.268776278,0.004200387,0.254146445,1.661135662,0.572,7.78E-05,0.000992665,0.001342484,0.284158074
146,2.934896,6.3,3,2,1.064257172,1.268776278,0.004072804,0.253382415,6.070606279,0.572,0.000219222,0.002474425,0.001295896,0.401706023
147,6.679185,7,3,2,0.990757793,1.268776278,0.00771777,0.25094099,1.645727212,0.857333333,3.55E-05,0.000379159,0.001603683,0.509034962
148,5.37721,1.31,20,1,2.247728614,2.270981174,0.00328811,0.366392402,2.321819454,0.857333333,0.001001567,0.012035781,0.003923213,0.380878891
149,6.972827,6.09,3,2,1.088478186,1.268776278,0.001464266,0.254229781,1.537087028,0.857333333,2.31E-05,0.000245978,0.001566932,0.327586388
150,7.193102,5.73,3,2,1.132663739,1.268776278,0.001904107,0.255834623,1.463046917,0.857333333,2.75E-05,0.000291748,0.001588286,0.384886564
151,7.244804,2.43,10,2,1.801882877,1.762357889,0.0017874,0.295626127,1.446508786,0.857333333,0.000196248,0.00202322,0.002249601,0.454770058
152,5.642219,2.9,3,2,1.662426368,1.268776278,0.007238338,0.283840831,2.151122023,0.857333333,0.000273654,0.002899561,0.002201745,0.664440053
153,4.904121,6.24,5,2,1.071066953,1.439874503,0.002132716,0.253618415,2.687285911,0.857333333,3.54E-05,0.00038693,0.001556307,0.449800345
154,5.236918,2.72,9,1,1.713242229,1.704336196,0.003851715,0.287819287,2.421322349,0.857333333,0.000157751,0.001997145,0.001850474,0.478682049
155,4.705879,3.6,7,1,1.49028861,1.580239892,0.002592987,0.272466395,2.86918788,0.857333333,0.000185761,0.002397413,0.001848169,0.526855907
156,5.093035,2.24,9,1,1.865010579,1.704336196,0.002982621,0.301987954,2.530798404,0.857333333,0.000287475,0.003610382,0.002124636,0.492624217
157,6.306952,4.7,4,2,1.281439027,1.359773371,0.002408548,0.261873106,1.80255251,0.857333333,3.91E-05,0.000416501,0.001604444,0.487599762
158,6.069513,5.01,4,2,1.232718085,1.359773371,0.002789973,0.259778595,1.915761251,0.857333333,2.69E-05,0.000287544,0.001561088,0.399963155
159,7.106298,5.12,3,2,1.216306199,1.268776278,0.002628227,0.259099972,1.491515539,0.857333333,2.85E-05,0.000301073,0.001589741,0.407732859
160,7.372737,4.16,10,1,1.376145972,1.762357889,0.005978462,0.266322132,1.406870905,0.857333333,3.62E-05,0.000453606,0.001627473,0.291392791
161,7.485871,4.36,8,1,1.339486862,1.643835616,0.001696574,0.264536854,1.373271716,0.857333333,0.000136901,0.001714479,0.002045959,0.484214468
162,6.657122,3.83,7,1,1.441204817,1.580239892,0.001384077,0.269708105,1.654393191,0.857333333,0.000177306,0.002233207,0.002088311,0.521220772
163,7.371174,1.43,23,1,2.190244495,2.41130031,0.01,0.352352262,1.407344452,0.857333333,0.000133205,0.001570618,0.002017435,0.301818039
164,6.208105,0.96,8,2,2.431609475,1.643835616,0.001524297,0.434182184,1.848321703,0.857333333,0.001521186,0.014847742,0.006139806,0.527837905
165,6.640086,6.11,3,1,1.086124111,1.268776278,0.004200387,0.254146445,1.661135662,0.857333333,2.59E-05,0.000331146,0.001570137,0.487590958
166,2.934896,6.3,3,2,1.064257172,1.268776278,0.004072804,0.253382415,6.070606279,0.857333333,7.31E-05,0.00082545,0.001549916,0.630603053
167,8.015544,4.04,14,1,1.399116158,1.977331951,0.005623291,0.267484565,1.232050298,0.857333333,9.64E-05,0.001196744,0.001924421,0.356394564
168,6.632341,8.33,12,2,0.875808688,1.872678994,0.002102646,0.247473855,1.664215784,0.857333333,4.03E-05,0.000431851,0.001618659,0.26862426
169,6.679185,7,3,2,0.990757793,1.268776278,0.00771777,0.25094099,1.645727212,0.643333333,0.004961769,0.053054723,0.012136644,0.511336883
170,5.37721,1.31,20,1,2.247728614,2.270981174,0.00328811,0.366392402,2.321819454,0.643333333,0.033881625,0.407153823,0.055019271,0.328020745
171,6.972827,6.09,3,2,1.088478186,1.268776278,0.001464266,0.254229781,1.537087028,0.643333333,0.004645782,0.049388701,0.012164492,0.510785373
172,7.193102,5.73,3,2,1.132663739,1.268776278,0.001904107,0.255834623,1.463046917,0.643333333,0.004934849,0.05227149,0.013462832,0.5107024
173,6.793945,5.32,3,2,1.187556721,1.268776278,0.00168609,0.257942124,1.601821482,0.643333333,0.005900722,0.062691369,0.014613863,0.513093689
174,7.244804,2.43,10,2,1.801882877,1.762357889,0.0017874,0.295626127,1.446508786,0.643333333,0.012600918,0.129909225,0.033235128,0.382205302
175,5.642219,2.9,3,2,1.662426368,1.268776278,0.007238338,0.283840831,2.151122023,0.643333333,0.004558545,0.04830098,0.008818737,0.507372633
176,4.904121,6.24,5,2,1.071066953,1.439874503,0.002132716,0.253618415,2.687285911,0.643333333,0.004215246,0.046063793,0.006779533,0.452694722
177,6.067264,6.09,3,2,1.088478186,1.268776278,0.002462653,0.254229781,1.916888565,0.643333333,0.003815332,0.041006005,0.00834179,0.509105767
178,5.236918,2.72,9,1,1.713242229,1.704336196,0.003851715,0.287819287,2.421322349,0.643333333,0.009249911,0.117105149,0.01511919,0.39350931
179,4.705879,3.6,7,1,1.49028861,1.580239892,0.002592987,0.272466395,2.86918788,0.643333333,0.007014005,0.090522024,0.010024158,0.420328247
180,5.093035,2.24,9,1,1.865010579,1.704336196,0.002982621,0.301987954,2.530798404,0.643333333,0.0111282,0.139758231,0.017256034,0.395662547
181,6.306952,4.7,4,2,1.281439027,1.359773371,0.002408548,0.261873106,1.80255251,0.643333333,0.005208107,0.055504716,0.011671271,0.478605783
182,6.069513,5.01,4,2,1.232718085,1.359773371,0.002789973,0.259778595,1.915761251,0.643333333,0.00474287,0.05077309,0.010139402,0.477822604
183,7.106298,5.12,3,2,1.216306199,1.268776278,0.002628227,0.259099972,1.491515539,0.643333333,0.004277755,0.045249031,0.011592616,0.508433891
184,7.372737,4.16,10,1,1.376145972,1.762357889,0.005978462,0.266322132,1.406870905,0.643333333,0.006115101,0.07656934,0.017068938,0.375776358
185,7.485871,4.36,8,1,1.339486862,1.643835616,0.001696574,0.264536854,1.373271716,0.643333333,0.004196126,0.052550127,0.012287126,0.396646353
186,6.657122,3.83,7,1,1.441204817,1.580239892,0.001384077,0.269708105,1.654393191,0.643333333,0.005298518,0.066736034,0.012832068,0.415764838
